,Rk,Team,G,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS/G
541,11.0,Boston Celtics*,82,19755,2986,6286,0.475,596,1564,0.381,2390,4722,0.506,1677,2176,0.7709999999999999,830,2615,3445,1833,696,379,1246,1864,8245,100.5
542,12.0,Dallas Mavericks*,82,19730,3025,6515,0.46399999999999997,494,1403,0.35200000000000004,2531,5112,0.495,1690,2075,0.8140000000000001,883,2643,3526,1720,490,402,1037,1786,8234,100.4
543,13.0,Toronto Raptors*,82,19830,3148,6726,0.46799999999999997,572,1459,0.392,2576,5267,0.489,1347,1658,0.812,790,2496,3286,1953,570,336,959,1596,8215,100.2
544,14.0,Washington Wizards*,82,19905,2986,6695,0.446,575,1614,0.35600000000000004,2411,5081,0.475,1557,1991,0.782,1007,2404,3411,1607,632,391,1082,1606,8104,98.8
545,15.0,Atlanta Hawks*,82,19855,2975,6552,0.45399999999999996,384,1078,0.35600000000000004,2591,5474,0.473,1720,2227,0.772,1008,2454,3462,1804,600,448,1223,1673,8054,98.2
546,16.0,Detroit Pistons*,82,19730,2999,6551,0.45799999999999996,487,1330,0.366,2512,5221,0.48100000000000004,1507,1965,0.767,974,2423,3397,1831,583,472,956,1688,7992,97.5
547,17.0,Seattle SuperSonics,82,19830,3125,7032,0.444,313,939,0.33299999999999996,2812,6093,0.462,1436,1866,0.77,971,2688,3659,1748,531,400,1310,1680,7999,97.5
548,18.0,Chicago Bulls,82,19805,2987,6861,0.435,474,1305,0.363,2513,5556,0.452,1533,2029,0.7559999999999999,1050,2478,3528,1811,635,429,1197,1784,7981,97.3
549,19.0,Charlotte Bobcats,82,19880,2960,6554,0.452,529,1443,0.36700000000000005,2431,5111,0.47600000000000003,1510,2115,0.7140000000000001,892,2440,3332,1748,614,402,1204,1777,7959,97.1
550,20.0,Milwaukee Bucks,82,19855,3026,6745,0.449,452,1313,0.344,2574,5432,0.474,1452,1980,0.733,1055,2363,3418,1760,544,361,1210,1748,7956,97.0
551,21.0,New York Knicks,82,19880,2967,6757,0.439,490,1454,0.337,2477,5303,0.467,1524,2095,0.727,1029,2457,3486,1530,521,213,1187,1761,7948,96.9
552,22.0,Houston Rockets*,82,19730,3003,6698,0.44799999999999995,583,1707,0.342,2420,4991,0.485,1342,1848,0.726,1002,2659,3661,1757,598,420,1125,1609,7931,96.7
553,23.0,Philadelphia 76ers*,82,19755,3056,6648,0.46,302,952,0.317,2754,5696,0.483,1509,2137,0.706,1067,2370,3437,1673,712,400,1172,1620,7923,96.6
554,24.0,Cleveland Cavaliers*,82,19855,2937,6697,0.439,552,1544,0.358,2385,5153,0.46299999999999997,1477,2061,0.7170000000000001,1092,2563,3655,1640,579,427,1145,1712,7903,96.4
555,25.0,New Jersey Nets,82,19830,2856,6450,0.44299999999999995,498,1430,0.348,2358,5020,0.47,1647,2237,0.736,913,2520,3433,1925,521,390,1229,1855,7857,95.8
556,26.0,Minnesota Timberwolves,82,19730,3076,6817,0.451,441,1259,0.35,2635,5558,0.474,1246,1693,0.736,964,2428,3392,1630,616,306,1188,1885,7839,95.6
557,27.0,San Antonio Spurs*,82,19730,2938,6424,0.457,594,1610,0.369,2344,4814,0.48700000000000004,1350,1774,0.7609999999999999,771,2612,3383,1718,521,337,1035,1537,7820,95.4
558,28.0,Portland Trail Blazers,82,19905,2935,6546,0.44799999999999995,538,1426,0.377,2397,5120,0.46799999999999997,1412,1841,0.767,901,2438,3339,1733,455,360,1056,1642,7820,95.4
559,29.0,Los Angeles Clippers,82,19805,2820,6445,0.43799999999999994,350,1079,0.324,2470,5366,0.46,1702,2178,0.7809999999999999,800,2491,3291,1732,557,398,1180,1745,7692,93.8
560,30.0,Miami Heat,82,19830,2808,6336,0.44299999999999995,491,1373,0.358,2317,4963,0.467,1384,1903,0.727,743,2342,3085,1644,589,355,1202,1670,7491,91.4
561,,League Average,82,19803,3056,6683,0.457,537,1485,0.36200000000000004,2518,5199,0.484,1545,2045,0.755,918,2524,3442,1784,597,388,1157,1724,8194,99.9
562,1.0,Phoenix Suns,82,19755,3373,6695,0.504,553,1445,0.38299999999999995,2820,5250,0.537,1675,2251,0.7440000000000001,900,2520,3420,1905,589,420,1288,1691,8974,109.4
563,2.0,Golden State Warriors,82,19880,3231,7055,0.45799999999999996,550,1475,0.373,2681,5580,0.48,1893,2392,0.7909999999999999,953,2492,3445,1711,638,527,1201,1842,8905,108.6
564,3.0,Los Angeles Lakers*,82,19780,3307,6981,0.474,547,1516,0.361,2760,5465,0.505,1607,2087,0.77,1015,2587,3602,1908,718,420,1103,1698,8768,106.9
565,4.0,New York Knicks,82,19805,3157,7091,0.445,823,2284,0.36,2334,4807,0.486,1490,1900,0.784,911,2545,3456,1738,610,204,1174,1672,8627,105.2
566,5.0,Indiana Pacers,82,19830,3220,7080,0.455,652,1725,0.37799999999999995,2568,5355,0.48,1525,1890,0.807,924,2661,3585,1775,573,434,1189,1895,8617,105.1
567,6.0,Denver Nuggets*,82,19730,3058,6510,0.47,548,1477,0.371,2510,5033,0.499,1891,2487,0.76,905,2507,3412,1820,710,492,1257,1874,8555,104.3
568,7.0,Utah Jazz*,82,19880,3143,6623,0.475,392,1122,0.349,2751,5501,0.5,1814,2352,0.7709999999999999,940,2423,3363,2024,719,374,1210,1830,8492,103.6
569,8.0,Chicago Bulls*,82,19930,3126,6846,0.457,493,1293,0.381,2633,5553,0.474,1633,2052,0.7959999999999999,970,2481,3451,1732,615,453,1192,1709,8378,102.2
570,9.0,Dallas Mavericks*,82,19805,3128,6770,0.462,571,1632,0.35,2557,5138,0.498,1516,1852,0.8190000000000001,909,2595,3504,1779,591,429,1043,1600,8343,101.7
571,10.0,Orlando Magic*,82,19730,2929,6416,0.457,817,2147,0.381,2112,4269,0.495,1611,2253,0.715,819,2728,3547,1593,570,439,1142,1664,8286,101.0
572,11.0,Boston Celtics*,82,19880,3075,6333,0.486,538,1355,0.397,2537,4978,0.51,1587,2075,0.765,869,2586,3455,1862,621,387,1280,1897,8275,100.9
573,12.0,Sacramento Kings,82,19905,2990,6685,0.447,586,1594,0.368,2404,5091,0.47200000000000003,1682,2107,0.7979999999999999,840,2366,3206,1619,569,349,1266,1910,8248,100.6
574,13.0,Cleveland Cavaliers*,82,19780,3022,6454,0.46799999999999997,656,1670,0.39299999999999996,2366,4784,0.495,1523,2012,0.757,886,2574,3460,1663,593,435,1045,1663,8223,100.3
575,14.0,Portland Trail Blazers*,82,19830,3018,6494,0.465,596,1555,0.38299999999999995,2422,4939,0.49,1521,1988,0.765,1060,2360,3420,1667,550,402,1055,1671,8153,99.4
576,15.0,Milwaukee Bucks,82,19780,3009,6755,0.445,511,1408,0.363,2498,5347,0.467,1613,2067,0.78,973,2367,3340,1802,609,308,1154,1986,8142,99.3
577,16.0,Toronto Raptors,82,19805,3054,6673,0.45799999999999996,479,1289,0.37200000000000005,2575,5384,0.478,1534,1861,0.8240000000000001,802,2513,3315,1835,523,390,1098,1593,8121,99.0
578,17.0,Houston Rockets*,82,19805,2959,6526,0.45299999999999996,621,1656,0.375,2338,4870,0.48,1531,1903,0.805,862,2662,3524,1662,548,355,1158,1553,8070,98.4
579,18.0,Miami Heat*,82,19955,3034,6646,0.457,582,1631,0.35700000000000004,2452,5015,0.489,1411,1871,0.754,828,2411,3239,1671,651,451,1026,1696,8061,98.3
580,19.0,New Jersey Nets,82,19830,2925,6536,0.44799999999999995,652,1735,0.376,2273,4801,0.473,1542,1980,0.779,850,2415,3265,1636,559,391,1075,1838,8044,98.1
581,20.0,Atlanta Hawks*,82,19705,2956,6451,0.45799999999999996,597,1633,0.366,2359,4818,0.49,1537,2085,0.737,870,2412,3282,1657,603,376,1048,1610,8046,98.1
582,21.0,Minnesota Timberwolves,82,19805,2986,6766,0.441,543,1539,0.353,2443,5227,0.467,1504,1957,0.769,975,2442,3417,1674,512,322,1165,1785,8019,97.8
583,22.0,Philadelphia 76ers*,82,19755,2997,6532,0.45899999999999996,341,1072,0.318,2656,5460,0.486,1652,2216,0.745,1039,2336,3375,1647,658,415,1157,1650,7987,97.4
584,23.0,Oklahoma City Thunder,82,19805,2999,6716,0.447,328,949,0.34600000000000003,2671,5767,0.46299999999999997,1626,2069,0.7859999999999999,999,2497,3496,1663,608,371,1330,1655,7952,97.0
585,24.0,San Antonio Spurs*,82,19905,3042,6534,0.466,625,1620,0.386,2417,4914,0.49200000000000005,1249,1641,0.7609999999999999,728,2638,3366,1736,474,329,963,1546,7958,97.0
586,25.0,Washington Wizards,82,19705,2994,6655,0.45,395,1198,0.33,2599,5457,0.47600000000000003,1494,1948,0.767,956,2330,3286,1641,619,365,1146,1679,7877,96.1
587,26.0,New Orleans Hornets*,82,19755,2911,6366,0.457,556,1526,0.364,2355,4840,0.48700000000000004,1479,1833,0.807,802,2453,3255,1609,593,338,1029,1665,7857,95.8
588,27.0,Los Angeles Clippers,82,19880,2955,6696,0.441,535,1513,0.354,2420,5183,0.467,1354,1839,0.736,890,2377,3267,1723,572,482,1221,1650,7799,95.1
589,28.0,Detroit Pistons*,82,19905,2981,6559,0.45399999999999996,377,1079,0.349,2604,5480,0.475,1388,1849,0.7509999999999999,949,2448,3397,1689,493,377,973,1712,7727,94.2
590,29.0,Memphis Grizzlies,82,19805,2865,6311,0.45399999999999996,398,1106,0.36,2467,5205,0.474,1570,2077,0.7559999999999999,847,2337,3184,1423,615,385,1252,1777,7698,93.9
591,30.0,Charlotte Bobcats,82,19930,2866,6299,0.455,490,1339,0.366,2376,4960,0.479,1455,1965,0.74,886,2366,3252,1741,580,397,1279,1754,7677,93.6
592,,League Average,82,19822,3044,6635,0.45899999999999996,545,1486,0.36700000000000005,2499,5149,0.485,1564,2029,0.7709999999999999,905,2481,3386,1720,596,394,1151,1726,8196,100.0
593,1.0,Phoenix Suns*,82,19730,3339,6788,0.49200000000000005,730,1770,0.41200000000000003,2609,5018,0.52,1631,2117,0.77,910,2616,3526,1912,479,418,1210,1713,9039,110.2
594,2.0,Golden State Warriors,82,19730,3329,7094,0.469,633,1687,0.375,2696,5407,0.499,1631,2085,0.782,753,2397,3150,1839,761,340,1204,1886,8922,108.8
595,3.0,Denver Nuggets*,82,19780,3124,6678,0.46799999999999997,544,1517,0.359,2580,5161,0.5,1937,2508,0.772,889,2505,3394,1719,683,417,1136,1844,8729,106.5
596,4.0,Utah Jazz*,82,19755,3227,6575,0.491,439,1207,0.364,2788,5368,0.519,1654,2233,0.741,872,2588,3460,2187,675,400,1246,1859,8547,104.2
597,5.0,Toronto Raptors,82,19780,3199,6631,0.48200000000000004,518,1397,0.371,2681,5234,0.512,1618,2118,0.764,806,2507,3313,1804,469,384,1100,1819,8534,104.1
598,6.0,Orlando Magic*,82,19730,3005,6394,0.47,841,2241,0.375,2164,4153,0.521,1575,2176,0.7240000000000001,810,2736,3546,1615,512,456,1155,1629,8426,102.8
599,7.0,Memphis Grizzlies,82,19905,3223,6875,0.469,344,1020,0.337,2879,5855,0.49200000000000005,1614,2202,0.733,1070,2496,3566,1543,645,399,1248,1655,8404,102.5
600,8.0,Houston Rockets,82,19905,3094,6923,0.447,646,1838,0.35100000000000003,2448,5085,0.48100000000000004,1561,2022,0.772,971,2471,3442,1790,583,318,1188,1712,8395,102.4
601,9.0,Cleveland Cavaliers*,82,19780,3101,6391,0.485,602,1582,0.381,2499,4809,0.52,1569,2180,0.72,791,2692,3483,1835,564,425,1137,1591,8373,102.1
602,10.0,New York Knicks,82,19880,3127,6876,0.455,743,2145,0.34600000000000003,2384,4731,0.504,1376,1759,0.782,836,2477,3313,1772,586,305,1148,1638,8373,102.1
603,11.0,Dallas Mavericks*,82,19880,3140,6760,0.46399999999999997,558,1498,0.37200000000000005,2582,5262,0.491,1526,1870,0.816,834,2586,3420,1917,624,449,1059,1563,8364,102.0
604,12.0,Los Angeles Lakers*,82,19830,3144,6875,0.457,532,1562,0.341,2612,5313,0.49200000000000005,1519,1985,0.765,973,2662,3635,1730,612,400,1096,1592,8339,101.7
605,13.0,Atlanta Hawks*,82,19855,3181,6801,0.46799999999999997,524,1455,0.36,2657,5346,0.49700000000000005,1452,1914,0.759,969,2451,3420,1789,592,413,980,1632,8338,101.7
606,14.0,Oklahoma City Thunder*,82,19805,3063,6629,0.462,418,1229,0.34,2645,5400,0.49,1778,2210,0.805,960,2607,3567,1639,654,481,1227,1743,8322,101.5
607,15.0,San Antonio Spurs*,82,19780,3150,6659,0.473,554,1547,0.358,2596,5112,0.508,1458,1969,0.74,887,2621,3508,1829,516,381,1116,1669,8312,101.4
608,16.0,Indiana Pacers,82,19705,3020,6823,0.44299999999999995,659,1896,0.348,2361,4927,0.479,1564,2019,0.775,785,2618,3403,1730,585,439,1232,1848,8263,100.8
609,17.0,New Orleans Hornets,82,19830,3178,6842,0.46399999999999997,571,1572,0.363,2607,5270,0.495,1293,1661,0.778,852,2450,3302,1828,625,300,1103,1606,8220,100.2
610,18.0,Sacramento Kings,82,19880,3144,6895,0.456,482,1383,0.349,2662,5512,0.483,1430,1969,0.726,977,2518,3495,1679,564,366,1226,1827,8200,100.0
611,19.0,Boston Celtics*,82,19780,3039,6294,0.483,499,1433,0.348,2540,4861,0.523,1559,2090,0.746,716,2449,3165,1930,701,402,1219,1816,8136,99.2
612,20.0,Minnesota Timberwolves,82,19780,3106,6923,0.449,403,1181,0.341,2703,5742,0.47100000000000003,1436,1926,0.746,962,2556,3518,1626,597,306,1333,1699,8051,98.2
613,21.0,Portland Trail Blazers*,82,19855,2974,6453,0.461,491,1388,0.354,2483,5065,0.49,1606,2033,0.79,913,2383,3296,1674,523,350,1012,1715,8045,98.1
614,22.0,Philadelphia 76ers,82,19805,3087,6706,0.46,474,1381,0.34299999999999997,2613,5325,0.491,1366,1808,0.7559999999999999,941,2421,3362,1723,667,439,1192,1677,8014,97.7
615,23.0,Milwaukee Bucks*,82,19980,3050,6998,0.436,645,1813,0.35600000000000004,2405,5185,0.46399999999999997,1264,1675,0.755,965,2560,3525,1740,580,385,1085,1823,8009,97.7
616,24.0,Chicago Bulls*,82,19905,3081,6825,0.451,352,1066,0.33,2729,5759,0.474,1479,1962,0.754,937,2715,3652,1704,531,478,1175,1648,7993,97.5
617,25.0,Miami Heat*,82,19880,2984,6518,0.45799999999999996,494,1426,0.34600000000000003,2490,5092,0.489,1452,1931,0.752,875,2553,3428,1548,605,457,1079,1710,7914,96.5
618,26.0,Washington Wizards,82,19830,3008,6700,0.449,432,1225,0.353,2576,5475,0.47100000000000003,1444,1895,0.762,966,2458,3424,1557,493,421,1219,1752,7892,96.2
619,27.0,Los Angeles Clippers,82,19705,3002,6601,0.455,483,1457,0.332,2519,5144,0.49,1362,1867,0.73,927,2502,3429,1810,532,466,1285,1581,7849,95.7
620,28.0,Charlotte Bobcats*,82,19880,2858,6306,0.45299999999999996,460,1331,0.34600000000000003,2398,4975,0.48200000000000004,1637,2180,0.7509999999999999,858,2490,3348,1658,632,446,1290,1597,7813,95.3
621,29.0,Detroit Pistons,82,19780,2940,6602,0.445,374,1190,0.314,2566,5412,0.474,1455,1998,0.728,1053,2242,3295,1591,596,313,1100,1822,7709,94.0
622,30.0,New Jersey Nets,82,19780,2813,6554,0.429,377,1185,0.318,2436,5369,0.45399999999999996,1572,2015,0.78,897,2358,3255,1540,573,393,1182,1643,7575,92.4
623,,League Average,82,19817,3091,6700,0.461,527,1487,0.355,2564,5212,0.49200000000000005,1527,2013,0.759,899,2523,3421,1742,592,398,1166,1710,8237,100.4
624,1.0,Denver Nuggets*,82,19705,3145,6613,0.47600000000000003,662,1704,0.38799999999999996,2483,4909,0.506,1859,2429,0.765,791,2652,3443,1813,605,352,1157,1719,8811,107.5
625,2.0,New York Knicks*,82,19780,3140,6867,0.457,765,2081,0.368,2375,4786,0.496,1689,2087,0.809,847,2470,3317,1757,625,475,1123,1743,8734,106.5
626,3.0,Houston Rockets,82,19880,3170,6975,0.45399999999999996,677,1843,0.36700000000000005,2493,5132,0.486,1668,2083,0.8009999999999999,962,2549,3511,1955,581,371,1110,1641,8685,105.9
627,4.0,Phoenix Suns,82,20005,3219,6844,0.47,701,1857,0.377,2518,4987,0.505,1472,1939,0.759,821,2478,3299,1945,545,357,1169,1666,8611,105.0
628,5.0,Oklahoma City Thunder*,82,20005,3066,6609,0.46399999999999997,487,1403,0.34700000000000003,2579,5206,0.495,1977,2401,0.823,903,2604,3507,1672,654,487,1156,1836,8596,104.8
629,6.0,San Antonio Spurs*,82,19780,3148,6628,0.475,685,1727,0.397,2463,4901,0.503,1521,1984,0.767,829,2603,3432,1836,602,372,1101,1556,8502,103.7
630,7.0,Golden State Warriors,82,19830,3251,7047,0.461,685,1749,0.392,2566,5298,0.484,1290,1695,0.7609999999999999,955,2370,3325,1847,737,406,1198,1806,8477,103.4
631,8.0,Miami Heat*,82,19780,3031,6301,0.48100000000000004,547,1479,0.37,2484,4822,0.515,1760,2288,0.769,790,2666,3456,1639,544,430,1142,1674,8369,102.1
632,9.0,Los Angeles Lakers*,82,19830,3128,6757,0.46299999999999997,524,1487,0.35200000000000004,2604,5270,0.494,1541,1979,0.779,989,2616,3605,1801,602,422,1073,1555,8321,101.5
633,10.0,Minnesota Timberwolves,82,19780,3090,7014,0.441,589,1565,0.376,2501,5449,0.45899999999999996,1519,1977,0.768,1085,2556,3641,1650,592,422,1398,1825,8288,101.1
634,11.0,Dallas Mavericks*,82,19705,3069,6463,0.475,645,1768,0.365,2424,4695,0.516,1437,1850,0.777,780,2618,3398,1954,557,352,1145,1575,8220,100.2
635,12.0,Memphis Grizzlies*,82,19880,3200,6801,0.47100000000000003,309,926,0.33399999999999996,2891,5875,0.49200000000000005,1486,1981,0.75,970,2391,3361,1691,771,441,1145,1705,8195,99.9
636,13.0,Indiana Pacers*,82,19780,3003,6787,0.442,585,1653,0.354,2418,5134,0.47100000000000003,1592,2035,0.782,914,2657,3571,1611,584,456,1262,1782,8183,99.8
637,14.0,Sacramento Kings,82,19855,3134,6979,0.449,428,1277,0.335,2706,5702,0.475,1455,1981,0.7340000000000001,1071,2526,3597,1675,608,391,1324,1805,8151,99.4
638,15.0,Utah Jazz,82,19880,3064,6590,0.465,435,1256,0.34600000000000003,2629,5334,0.493,1590,2061,0.7709999999999999,898,2338,3236,1921,629,484,1175,1865,8153,99.4
639,16.0,Orlando Magic*,82,19830,2956,6411,0.461,770,2103,0.366,2186,4308,0.507,1453,2101,0.6920000000000001,864,2679,3543,1636,548,384,1224,1640,8135,99.2
640,17.0,Toronto Raptors,82,19780,3144,6755,0.465,345,1091,0.316,2799,5664,0.494,1491,1976,0.755,963,2343,3306,1795,581,350,1206,1807,8124,99.1
641,18.0,Philadelphia 76ers*,82,19930,3125,6776,0.461,443,1248,0.355,2682,5528,0.485,1426,1851,0.77,850,2578,3428,1861,621,355,1063,1592,8119,99.0
642,19.0,Los Angeles Clippers,82,19855,3015,6594,0.457,513,1519,0.33799999999999997,2502,5075,0.493,1546,2187,0.7070000000000001,955,2501,3456,1813,585,402,1343,1733,8089,98.6
643,20.0,Chicago Bulls*,82,19830,3042,6587,0.462,511,1415,0.361,2531,5172,0.489,1492,2008,0.743,967,2654,3621,1827,592,468,1161,1639,8087,98.6
644,21.0,Washington Wizards,82,19930,3048,6888,0.44299999999999995,392,1182,0.332,2656,5706,0.465,1489,1999,0.745,1013,2374,3387,1592,665,502,1258,1850,7977,97.3
645,22.0,Detroit Pistons,82,19880,3056,6647,0.46,472,1256,0.376,2584,5391,0.479,1367,1854,0.737,931,2236,3167,1730,595,328,1067,1629,7951,97.0
646,23.0,Boston Celtics*,82,19780,3023,6219,0.486,408,1119,0.365,2615,5100,0.513,1459,1895,0.77,639,2542,3181,1921,676,344,1195,1678,7913,96.5
647,24.0,Portland Trail Blazers*,82,19805,2951,6599,0.447,518,1503,0.345,2433,5096,0.47700000000000004,1476,1835,0.804,996,2230,3226,1736,660,358,1070,1585,7896,96.3
648,25.0,Cleveland Cavaliers,82,19755,2886,6647,0.434,509,1489,0.342,2377,5158,0.461,1546,2075,0.745,856,2449,3305,1720,544,341,1166,1648,7827,95.5
649,26.0,Atlanta Hawks*,82,19730,2971,6429,0.462,502,1427,0.35200000000000004,2469,5002,0.494,1346,1728,0.779,762,2460,3222,1802,497,341,1118,1554,7790,95.0
650,27.0,New Orleans Hornets*,82,19830,2944,6416,0.45899999999999996,444,1232,0.36,2500,5184,0.48200000000000004,1452,1897,0.765,824,2468,3292,1691,624,359,1069,1719,7784,94.9
651,28.0,New Jersey Nets,82,20005,2918,6638,0.44,459,1337,0.34299999999999997,2459,5301,0.46399999999999997,1427,1881,0.759,909,2440,3349,1723,458,384,1152,1807,7722,94.2
652,29.0,Charlotte Bobcats,82,19805,2873,6365,0.451,393,1203,0.327,2480,5162,0.48,1511,1999,0.7559999999999999,848,2444,3292,1728,524,433,1192,1637,7650,93.3
653,30.0,Milwaukee Bucks,82,19830,2814,6544,0.43,483,1414,0.342,2331,5130,0.45399999999999996,1423,1881,0.757,862,2480,3342,1545,617,399,1103,1682,7534,91.9
654,,League Average,82,19835,3054,6660,0.45899999999999996,530,1477,0.358,2525,5183,0.48700000000000004,1525,1998,0.763,895,2499,3394,1763,601,399,1169,1698,8163,99.6
655,1.0,Denver Nuggets*,66,16040,2572,5404,0.47600000000000003,435,1311,0.332,2137,4093,0.522,1293,1760,0.735,738,2105,2843,1581,540,330,1015,1297,6872,104.1
656,2.0,San Antonio Spurs*,66,15940,2611,5463,0.478,552,1405,0.39299999999999996,2059,4058,0.507,1067,1427,0.748,683,2153,2836,1528,490,293,895,1143,6841,103.7
657,3.0,Oklahoma City Thunder*,66,15990,2462,5229,0.47100000000000003,472,1317,0.358,1990,3912,0.509,1406,1744,0.8059999999999999,726,2157,2883,1224,498,539,1079,1352,6802,103.1
658,4.0,Utah Jazz*,66,16165,2523,5531,0.456,273,845,0.32299999999999995,2250,4686,0.48,1258,1668,0.754,861,2055,2916,1439,545,385,936,1441,6577,99.7
659,5.0,Milwaukee Bucks,66,15865,2502,5652,0.44299999999999995,436,1265,0.345,2066,4387,0.47100000000000003,1095,1415,0.774,820,1983,2803,1550,548,335,929,1273,6535,99.0
660,6.0,Sacramento Kings,66,15915,2490,5712,0.436,411,1301,0.316,2079,4411,0.47100000000000003,1127,1532,0.736,882,1947,2829,1271,561,323,952,1287,6518,98.8
661,7.0,Miami Heat*,66,16040,2446,5212,0.469,370,1030,0.359,2076,4182,0.496,1238,1598,0.775,686,2060,2746,1317,585,355,1002,1282,6500,98.5
662,8.0,Phoenix Suns,66,15840,2495,5445,0.45799999999999996,444,1295,0.34299999999999997,2051,4150,0.494,1058,1397,0.757,717,2035,2752,1486,431,366,928,1233,6492,98.4
663,9.0,Houston Rockets,66,16065,2489,5543,0.449,478,1330,0.359,2011,4213,0.47700000000000004,1018,1301,0.782,769,2014,2783,1404,496,319,955,1347,6474,98.1
664,10.0,Minnesota Timberwolves,66,15940,2355,5434,0.433,473,1423,0.332,1882,4011,0.469,1281,1662,0.7709999999999999,797,2089,2886,1290,436,293,1001,1212,6464,97.9
665,11.0,New York Knicks*,66,15940,2365,5335,0.44299999999999995,517,1538,0.336,1848,3797,0.48700000000000004,1211,1634,0.741,743,2012,2755,1328,622,276,1056,1391,6458,97.8
666,12.0,Golden State Warriors,66,15915,2489,5443,0.457,524,1351,0.38799999999999996,1965,4092,0.48,951,1235,0.77,640,1947,2587,1470,528,362,915,1410,6453,97.8
667,13.0,Indiana Pacers*,66,15990,2354,5375,0.43799999999999994,392,1064,0.368,1962,4311,0.455,1349,1724,0.782,826,2070,2896,1228,523,357,925,1430,6449,97.7
668,14.0,Los Angeles Clippers*,66,15965,2439,5366,0.455,514,1441,0.35700000000000004,1925,3925,0.49,1046,1538,0.68,800,1943,2743,1385,556,315,879,1399,6438,97.5
669,15.0,Los Angeles Lakers*,66,16065,2429,5319,0.457,362,1112,0.326,2067,4207,0.491,1202,1589,0.7559999999999999,799,2251,3050,1485,390,351,997,1109,6422,97.3
670,16.0,Portland Trail Blazers,66,15965,2402,5417,0.44299999999999995,478,1382,0.34600000000000003,1924,4035,0.47700000000000004,1133,1423,0.7959999999999999,735,1949,2684,1349,528,322,935,1251,6415,97.2
671,17.0,Atlanta Hawks*,66,16165,2429,5348,0.45399999999999996,492,1330,0.37,1937,4018,0.48200000000000004,1025,1385,0.74,652,2066,2718,1481,536,303,921,1178,6375,96.6
672,18.0,Chicago Bulls*,66,15940,2467,5462,0.452,419,1117,0.375,2048,4345,0.47100000000000003,1006,1394,0.722,915,2165,3080,1527,456,388,923,1139,6359,96.3
673,19.0,Dallas Mavericks*,66,16065,2398,5412,0.44299999999999995,497,1464,0.33899999999999997,1901,3948,0.48200000000000004,1029,1334,0.7709999999999999,665,2157,2822,1380,565,337,926,1226,6322,95.8
674,20.0,Memphis Grizzlies*,66,15940,2425,5422,0.447,277,849,0.326,2148,4573,0.47,1142,1504,0.759,831,1944,2775,1290,631,345,955,1316,6269,95.0
675,21.0,Orlando Magic*,66,15965,2275,5162,0.441,670,1785,0.375,1605,3377,0.475,995,1508,0.66,742,2060,2802,1321,451,275,984,1168,6215,94.2
676,22.0,Washington Wizards,66,15865,2414,5475,0.441,344,1075,0.32,2070,4400,0.47,1008,1386,0.727,775,1975,2750,1262,527,417,1008,1405,6180,93.6
677,23.0,Philadelphia 76ers*,66,15915,2471,5516,0.44799999999999995,349,963,0.36200000000000004,2122,4553,0.466,889,1198,0.742,704,2144,2848,1453,526,340,738,1157,6180,93.6
678,24.0,New Jersey Nets,66,15890,2262,5320,0.425,507,1481,0.342,1755,3839,0.457,1113,1433,0.777,783,1879,2662,1311,493,260,995,1268,6144,93.1
679,25.0,Cleveland Cavaliers,66,15965,2261,5360,0.42200000000000004,440,1273,0.34600000000000003,1821,4087,0.446,1178,1645,0.716,841,1949,2790,1308,466,262,1017,1317,6140,93.0
680,26.0,Boston Celtics*,66,15940,2341,5086,0.46,363,988,0.36700000000000005,1978,4098,0.483,1017,1308,0.778,509,2051,2560,1557,498,362,979,1315,6062,91.8
681,27.0,Detroit Pistons,66,15965,2291,5232,0.43799999999999994,317,916,0.34600000000000003,1974,4316,0.457,1098,1461,0.752,775,1882,2657,1232,460,278,1033,1293,5997,90.9
682,28.0,Toronto Raptors,66,15965,2268,5154,0.44,365,1075,0.34,1903,4079,0.467,1085,1410,0.77,697,2074,2771,1382,429,321,1001,1532,5986,90.7
683,29.0,New Orleans Hornets,66,15940,2300,5103,0.451,259,777,0.33299999999999996,2041,4326,0.47200000000000003,1057,1397,0.757,724,1991,2715,1368,488,316,1024,1324,5916,89.6
684,30.0,Charlotte Bobcats,66,15890,2193,5293,0.414,263,892,0.295,1930,4401,0.439,1090,1462,0.746,677,1894,2571,1326,397,361,957,1249,5739,87.0
685,,League Average,66,15968,2407,5374,0.44799999999999995,423,1213,0.349,1984,4161,0.47700000000000004,1116,1482,0.752,750,2033,2784,1384,507,336,962,1291,6353,96.3
686,1.0,Denver Nuggets*,82,19905,3339,6983,0.478,521,1518,0.34299999999999997,2818,5465,0.516,1505,2148,0.701,1092,2601,3693,2002,762,533,1253,1682,8704,106.1
687,2.0,Houston Rockets*,82,19780,3124,6782,0.461,867,2369,0.366,2257,4413,0.511,1573,2087,0.754,909,2652,3561,1902,679,359,1348,1662,8688,106.0
688,3.0,Oklahoma City Thunder*,82,19830,3126,6504,0.48100000000000004,598,1588,0.377,2528,4916,0.514,1819,2196,0.828,854,2725,3579,1753,679,624,1253,1654,8669,105.7
